#input=PHENOTYPE
name	dbId	dataset_name	license_name	location_name	treatments_description	year	Ear height [cm]	Ear width [cm]
CACTUAR-302	302	Sample Phenotype Data	CC-BY-SA		Untreated		161.1276	4.4617
CACTUAR-302	302	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust			4.5106
CACTUAR-303	303	Sample Phenotype Data	CC-BY-SA				159.7341	
CACTUAR-303	303	Sample Phenotype Data	CC-BY-SA		Untreated		175.0568	4.9532
CACTUAR-303	303	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		119.2622	4.574
CACTUAR-304	304	Sample Phenotype Data	CC-BY-SA				163.4552	
CACTUAR-304	304	Sample Phenotype Data	CC-BY-SA		Untreated		178.6038	
CACTUAR-304	304	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		67.5479	
CACTUAR-305	305	Sample Phenotype Data	CC-BY-SA				140.5443	4.6371
CACTUAR-305	305	Sample Phenotype Data	CC-BY-SA		Untreated		151.1741	4.5964
CACTUAR-305	305	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		77.4521	
CACTUAR-306	306	Sample Phenotype Data	CC-BY-SA				166.1813	4.5747
CACTUAR-306	306	Sample Phenotype Data	CC-BY-SA		Untreated			
CACTUAR-306	306	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		67.9498	
CACTUAR-307	307	Sample Phenotype Data	CC-BY-SA				156.2045	
CACTUAR-307	307	Sample Phenotype Data	CC-BY-SA		Untreated		134.1028	4.3846
CACTUAR-307	307	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		54.2806	
CACTUAR-308	308	Sample Phenotype Data	CC-BY-SA				142.8169	
CACTUAR-308	308	Sample Phenotype Data	CC-BY-SA		Untreated		168.526	4.6807
CACTUAR-308	308	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		50.6323	
CACTUAR-309	309	Sample Phenotype Data	CC-BY-SA				161.3696	4.1656
CACTUAR-309	309	Sample Phenotype Data	CC-BY-SA		Untreated		142.7392	4.7119
CACTUAR-309	309	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		55.8207	4.4925
CACTUAR-310	310	Sample Phenotype Data	CC-BY-SA				151.6182	3.9908
CACTUAR-310	310	Sample Phenotype Data	CC-BY-SA		Untreated		141.2057	
CACTUAR-310	310	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		57.9565	
CACTUAR-311	311	Sample Phenotype Data	CC-BY-SA				134.7764	
CACTUAR-311	311	Sample Phenotype Data	CC-BY-SA		Untreated		173.8126	4.5905
CACTUAR-311	311	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust			
CACTUAR-312	312	Sample Phenotype Data	CC-BY-SA				177.3497	
CACTUAR-312	312	Sample Phenotype Data	CC-BY-SA		Untreated		155.067	4.5987
CACTUAR-312	312	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		95.8141	
CACTUAR-313	313	Sample Phenotype Data	CC-BY-SA				138.5506	4.8346
CACTUAR-313	313	Sample Phenotype Data	CC-BY-SA		Untreated		138.9606	4.6529
CACTUAR-313	313	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		131.3685	
CACTUAR-314	314	Sample Phenotype Data	CC-BY-SA				170.0615	
CACTUAR-314	314	Sample Phenotype Data	CC-BY-SA		Untreated		165.3024	
CACTUAR-314	314	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust			
CACTUAR-315	315	Sample Phenotype Data	CC-BY-SA				141.3227	4.7751
CACTUAR-315	315	Sample Phenotype Data	CC-BY-SA		Untreated		206.6547	4.6846
CACTUAR-315	315	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		124.2271	4.6645
CACTUAR-316	316	Sample Phenotype Data	CC-BY-SA				171.9814	
CACTUAR-316	316	Sample Phenotype Data	CC-BY-SA		Untreated		149.1828	
CACTUAR-316	316	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust			4.5814
CACTUAR-317	317	Sample Phenotype Data	CC-BY-SA				154.4823	
CACTUAR-317	317	Sample Phenotype Data	CC-BY-SA		Untreated		179.2408	4.6209
CACTUAR-317	317	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		125.0507	
CACTUAR-318	318	Sample Phenotype Data	CC-BY-SA				151.9685	
CACTUAR-318	318	Sample Phenotype Data	CC-BY-SA		Untreated		146.6185	4.2145
CACTUAR-318	318	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		49.1787	4.7498
CACTUAR-319	319	Sample Phenotype Data	CC-BY-SA				148.8125	4.6704
CACTUAR-319	319	Sample Phenotype Data	CC-BY-SA		Untreated		145.4226	4.5893
CACTUAR-319	319	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		176.1208	4.4227
CACTUAR-320	320	Sample Phenotype Data	CC-BY-SA					
CACTUAR-320	320	Sample Phenotype Data	CC-BY-SA		Untreated			4.7862
CACTUAR-320	320	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		46.2254	4.5094
CACTUAR-321	321	Sample Phenotype Data	CC-BY-SA				160.704	
CACTUAR-321	321	Sample Phenotype Data	CC-BY-SA		Untreated		179.3202	
CACTUAR-321	321	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		55.7035	
CACTUAR-322	322	Sample Phenotype Data	CC-BY-SA				128.8885	4.7573
CACTUAR-322	322	Sample Phenotype Data	CC-BY-SA		Untreated		172.8038	4.8149
CACTUAR-322	322	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		50.0815	
CACTUAR-323	323	Sample Phenotype Data	CC-BY-SA				178.9661	4.7903
CACTUAR-323	323	Sample Phenotype Data	CC-BY-SA		Untreated		157.6848	4.6549
CACTUAR-323	323	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		54.1581	4.4764
CACTUAR-324	324	Sample Phenotype Data	CC-BY-SA				156.0217	
CACTUAR-324	324	Sample Phenotype Data	CC-BY-SA		Untreated		164.6993	
CACTUAR-324	324	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		146.8651	
CACTUAR-325	325	Sample Phenotype Data	CC-BY-SA				169.3258	
CACTUAR-325	325	Sample Phenotype Data	CC-BY-SA		Untreated		203.3112	4.9754
CACTUAR-325	325	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		153.9766	
CACTUAR-326	326	Sample Phenotype Data	CC-BY-SA				132.1147	4.3894
CACTUAR-326	326	Sample Phenotype Data	CC-BY-SA		Untreated		223.5373	
CACTUAR-326	326	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		69.0447	4.4016
CACTUAR-327	327	Sample Phenotype Data	CC-BY-SA				142.9221	4.7711
CACTUAR-327	327	Sample Phenotype Data	CC-BY-SA		Untreated		181.1061	
CACTUAR-327	327	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		47.6659	
CACTUAR-328	328	Sample Phenotype Data	CC-BY-SA				161.7494	
CACTUAR-328	328	Sample Phenotype Data	CC-BY-SA		Untreated		169.2448	3.9133
CACTUAR-328	328	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		70.0972	
CACTUAR-329	329	Sample Phenotype Data	CC-BY-SA				177.0521	
CACTUAR-329	329	Sample Phenotype Data	CC-BY-SA		Untreated		158.8039	4.7934
CACTUAR-329	329	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		57.5792	4.4088
CACTUAR-330	330	Sample Phenotype Data	CC-BY-SA				158.6693	
CACTUAR-330	330	Sample Phenotype Data	CC-BY-SA		Untreated		182.4963	4.6927
CACTUAR-330	330	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		170.5916	
CACTUAR-331	331	Sample Phenotype Data	CC-BY-SA				164.2586	4.9789
CACTUAR-331	331	Sample Phenotype Data	CC-BY-SA		Untreated		160.3718	4.2883
CACTUAR-331	331	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust			
CACTUAR-332	332	Sample Phenotype Data	CC-BY-SA				183.2955	4.7495
CACTUAR-332	332	Sample Phenotype Data	CC-BY-SA		Untreated		149.362	
CACTUAR-332	332	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		58.9871	4.615
CACTUAR-333	333	Sample Phenotype Data	CC-BY-SA				168.4368	4.6043
CACTUAR-333	333	Sample Phenotype Data	CC-BY-SA		Untreated		140.7609	
CACTUAR-333	333	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		61.1681	4.6277
CACTUAR-334	334	Sample Phenotype Data	CC-BY-SA				158.228	4.7569
CACTUAR-334	334	Sample Phenotype Data	CC-BY-SA		Untreated		160.1122	5.1019
CACTUAR-334	334	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust			4.4446
CACTUAR-335	335	Sample Phenotype Data	CC-BY-SA				152.2163	4.8682
CACTUAR-335	335	Sample Phenotype Data	CC-BY-SA		Untreated		171.426	4.7378
CACTUAR-335	335	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		145.3629	
CACTUAR-336	336	Sample Phenotype Data	CC-BY-SA				156.1046	4.8672
CACTUAR-336	336	Sample Phenotype Data	CC-BY-SA		Untreated		159.0331	4.7032
CACTUAR-336	336	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		48.9204	
CACTUAR-337	337	Sample Phenotype Data	CC-BY-SA				160.7954	
CACTUAR-337	337	Sample Phenotype Data	CC-BY-SA		Untreated		216.5642	4.9108
CACTUAR-337	337	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust			
CACTUAR-338	338	Sample Phenotype Data	CC-BY-SA				154.2011	4.9444
CACTUAR-338	338	Sample Phenotype Data	CC-BY-SA		Untreated		147.2554	5.0109
CACTUAR-338	338	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		121.3856	
CACTUAR-339	339	Sample Phenotype Data	CC-BY-SA				148.091	
CACTUAR-339	339	Sample Phenotype Data	CC-BY-SA		Untreated		140.3908	4.616
CACTUAR-339	339	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		58.4245	4.7017
CACTUAR-340	340	Sample Phenotype Data	CC-BY-SA				175.5622	4.6763
CACTUAR-340	340	Sample Phenotype Data	CC-BY-SA		Untreated		163.4795	
CACTUAR-340	340	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		132.9895	
CACTUAR-341	341	Sample Phenotype Data	CC-BY-SA				150.4092	4.8122
CACTUAR-341	341	Sample Phenotype Data	CC-BY-SA		Untreated		163.7673	4.3762
CACTUAR-341	341	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		113.8787	
CACTUAR-342	342	Sample Phenotype Data	CC-BY-SA				150.5455	4.9631
CACTUAR-342	342	Sample Phenotype Data	CC-BY-SA		Untreated		167.1724	4.4134
CACTUAR-342	342	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		64.4623	
CACTUAR-343	343	Sample Phenotype Data	CC-BY-SA				157.8049	
CACTUAR-343	343	Sample Phenotype Data	CC-BY-SA		Untreated		155.2783	4.1457
CACTUAR-343	343	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		61.9412	
CACTUAR-344	344	Sample Phenotype Data	CC-BY-SA				154.1791	
CACTUAR-344	344	Sample Phenotype Data	CC-BY-SA		Untreated		144.3785	5.0829
CACTUAR-344	344	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		62.3479	
CACTUAR-345	345	Sample Phenotype Data	CC-BY-SA				158.086	4.7554
CACTUAR-345	345	Sample Phenotype Data	CC-BY-SA		Untreated		133.7604	
CACTUAR-345	345	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust			
CACTUAR-346	346	Sample Phenotype Data	CC-BY-SA				175.4554	
CACTUAR-346	346	Sample Phenotype Data	CC-BY-SA		Untreated		190.3833	
CACTUAR-346	346	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		54.2961	
CACTUAR-347	347	Sample Phenotype Data	CC-BY-SA					
CACTUAR-347	347	Sample Phenotype Data	CC-BY-SA		Untreated		158.414	4.341
CACTUAR-347	347	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		158.4505	
CACTUAR-348	348	Sample Phenotype Data	CC-BY-SA				146.2439	
CACTUAR-348	348	Sample Phenotype Data	CC-BY-SA		Untreated		166.4016	4.651
CACTUAR-348	348	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		63.7354	4.5002
CACTUAR-349	349	Sample Phenotype Data	CC-BY-SA				147.8295	4.8685
CACTUAR-349	349	Sample Phenotype Data	CC-BY-SA		Untreated		192.7321	4.698
CACTUAR-349	349	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		92.2841	
CACTUAR-350	350	Sample Phenotype Data	CC-BY-SA				164.2453	
CACTUAR-350	350	Sample Phenotype Data	CC-BY-SA		Untreated		167.2691	
CACTUAR-350	350	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		55.5602	
CACTUAR-351	351	Sample Phenotype Data	CC-BY-SA				151.0259	4.7726
CACTUAR-351	351	Sample Phenotype Data	CC-BY-SA		Untreated		156.1244	4.6408
CACTUAR-351	351	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		74.9213	
CACTUAR-352	352	Sample Phenotype Data	CC-BY-SA				195.4273	
CACTUAR-352	352	Sample Phenotype Data	CC-BY-SA		Untreated		144.0468	4.6052
CACTUAR-352	352	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust			4.541
CACTUAR-353	353	Sample Phenotype Data	CC-BY-SA				185.3296	
CACTUAR-353	353	Sample Phenotype Data	CC-BY-SA		Untreated		154.8224	4.0441
CACTUAR-353	353	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		61.5689	
CACTUAR-354	354	Sample Phenotype Data	CC-BY-SA				172.6098	4.694
CACTUAR-354	354	Sample Phenotype Data	CC-BY-SA		Untreated		131.5142	5.1981
CACTUAR-354	354	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		56.5381	
CACTUAR-355	355	Sample Phenotype Data	CC-BY-SA				139.9711	
CACTUAR-355	355	Sample Phenotype Data	CC-BY-SA		Untreated		188.6806	4.6064
CACTUAR-355	355	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		142.3883	4.3571
CACTUAR-356	356	Sample Phenotype Data	CC-BY-SA				148.385	4.9362
CACTUAR-356	356	Sample Phenotype Data	CC-BY-SA		Untreated		154.4118	4.6934
CACTUAR-356	356	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust			4.3776
CACTUAR-357	357	Sample Phenotype Data	CC-BY-SA				150.4682	
CACTUAR-357	357	Sample Phenotype Data	CC-BY-SA		Untreated		155.1025	4.6664
CACTUAR-357	357	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		135.9214	
CACTUAR-358	358	Sample Phenotype Data	CC-BY-SA				158.3649	
CACTUAR-358	358	Sample Phenotype Data	CC-BY-SA		Untreated		168.9731	
CACTUAR-358	358	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust			4.7668
CACTUAR-359	359	Sample Phenotype Data	CC-BY-SA				162.176	
CACTUAR-359	359	Sample Phenotype Data	CC-BY-SA		Untreated		150.6205	
CACTUAR-359	359	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		61.9904	
CACTUAR-360	360	Sample Phenotype Data	CC-BY-SA				147.4682	4.718
CACTUAR-360	360	Sample Phenotype Data	CC-BY-SA		Untreated		172.3637	
CACTUAR-360	360	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		63.7327	4.6201
CACTUAR-361	361	Sample Phenotype Data	CC-BY-SA				172.2101	
CACTUAR-361	361	Sample Phenotype Data	CC-BY-SA		Untreated			4.6594
CACTUAR-361	361	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		78.1691	
CACTUAR-362	362	Sample Phenotype Data	CC-BY-SA				177.1315	4.6428
CACTUAR-362	362	Sample Phenotype Data	CC-BY-SA		Untreated		161.054	4.5132
CACTUAR-362	362	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		169.5955	
CACTUAR-363	363	Sample Phenotype Data	CC-BY-SA				152.45	
CACTUAR-363	363	Sample Phenotype Data	CC-BY-SA		Untreated			4.8284
CACTUAR-363	363	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		134.511	4.4519
CACTUAR-364	364	Sample Phenotype Data	CC-BY-SA				159.2962	4.1572
CACTUAR-364	364	Sample Phenotype Data	CC-BY-SA		Untreated		154.9055	
CACTUAR-364	364	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		141.7104	
CACTUAR-365	365	Sample Phenotype Data	CC-BY-SA				171.1013	
CACTUAR-365	365	Sample Phenotype Data	CC-BY-SA		Untreated		126.4201	4.7177
CACTUAR-365	365	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		62.6814	
CACTUAR-366	366	Sample Phenotype Data	CC-BY-SA				165.8418	
CACTUAR-366	366	Sample Phenotype Data	CC-BY-SA		Untreated			4.6795
CACTUAR-366	366	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		116.672	
CACTUAR-367	367	Sample Phenotype Data	CC-BY-SA				98.4561	
CACTUAR-367	367	Sample Phenotype Data	CC-BY-SA		Untreated		169.0019	5.0739
CACTUAR-367	367	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		87.0614	4.7234
CACTUAR-368	368	Sample Phenotype Data	CC-BY-SA				154.6106	
CACTUAR-368	368	Sample Phenotype Data	CC-BY-SA		Untreated		171.4238	4.5532
CACTUAR-368	368	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		113.7681	4.4737
CACTUAR-369	369	Sample Phenotype Data	CC-BY-SA				145.1354	4.5929
CACTUAR-369	369	Sample Phenotype Data	CC-BY-SA		Untreated		178.1204	
CACTUAR-369	369	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		60.2924	
CACTUAR-370	370	Sample Phenotype Data	CC-BY-SA				169.768	4.546
CACTUAR-370	370	Sample Phenotype Data	CC-BY-SA		Untreated		219.3663	
CACTUAR-370	370	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		55.9789	
CACTUAR-371	371	Sample Phenotype Data	CC-BY-SA				170.2043	
CACTUAR-371	371	Sample Phenotype Data	CC-BY-SA		Untreated		178.7889	
CACTUAR-371	371	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		64.5507	
CACTUAR-372	372	Sample Phenotype Data	CC-BY-SA				151.4691	
CACTUAR-372	372	Sample Phenotype Data	CC-BY-SA		Untreated		167.855	4.5795
CACTUAR-372	372	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		157.3222	
CACTUAR-373	373	Sample Phenotype Data	CC-BY-SA				151.934	4.7172
CACTUAR-373	373	Sample Phenotype Data	CC-BY-SA		Untreated		134.6963	4.585
CACTUAR-373	373	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		64.3137	
CACTUAR-374	374	Sample Phenotype Data	CC-BY-SA				179.0606	
CACTUAR-374	374	Sample Phenotype Data	CC-BY-SA		Untreated		140.7406	4.6243
CACTUAR-374	374	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		69.1793	
CACTUAR-375	375	Sample Phenotype Data	CC-BY-SA				137.3644	4.5973
CACTUAR-375	375	Sample Phenotype Data	CC-BY-SA		Untreated		163.9182	4.4643
CACTUAR-375	375	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		58.4625	
CACTUAR-376	376	Sample Phenotype Data	CC-BY-SA				142.7878	
CACTUAR-376	376	Sample Phenotype Data	CC-BY-SA		Untreated		148.2402	4.8251
CACTUAR-376	376	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		63.8367	
CACTUAR-377	377	Sample Phenotype Data	CC-BY-SA				147.3836	
CACTUAR-377	377	Sample Phenotype Data	CC-BY-SA		Untreated		145.0664	4.151
CACTUAR-377	377	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust			
CACTUAR-378	378	Sample Phenotype Data	CC-BY-SA				167.2608	4.6022
CACTUAR-378	378	Sample Phenotype Data	CC-BY-SA		Untreated		168.3933	4.6553
CACTUAR-378	378	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		62.9225	
CACTUAR-379	379	Sample Phenotype Data	CC-BY-SA				99.3502	
CACTUAR-379	379	Sample Phenotype Data	CC-BY-SA		Untreated		139.8027	4.6092
CACTUAR-379	379	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		73.8562	
CACTUAR-380	380	Sample Phenotype Data	CC-BY-SA				178.9859	
CACTUAR-380	380	Sample Phenotype Data	CC-BY-SA		Untreated		143.8011	
CACTUAR-380	380	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		45.8765	4.4927
CACTUAR-381	381	Sample Phenotype Data	CC-BY-SA				147.4288	
CACTUAR-381	381	Sample Phenotype Data	CC-BY-SA		Untreated		159.6088	4.7385
CACTUAR-381	381	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		55.9367	4.4828
CACTUAR-382	382	Sample Phenotype Data	CC-BY-SA				155.8889	4.2034
CACTUAR-382	382	Sample Phenotype Data	CC-BY-SA		Untreated		157.2776	4.3992
CACTUAR-382	382	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		97.4264	
CACTUAR-383	383	Sample Phenotype Data	CC-BY-SA				167.4514	
CACTUAR-383	383	Sample Phenotype Data	CC-BY-SA		Untreated		168.2977	4.7197
CACTUAR-383	383	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		68.3032	
CACTUAR-384	384	Sample Phenotype Data	CC-BY-SA				89.8022	
CACTUAR-384	384	Sample Phenotype Data	CC-BY-SA		Untreated		166.5114	
CACTUAR-384	384	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		58.1542	
CACTUAR-385	385	Sample Phenotype Data	CC-BY-SA				178.9359	
CACTUAR-385	385	Sample Phenotype Data	CC-BY-SA		Untreated		168.9026	
CACTUAR-385	385	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		146.4408	
CACTUAR-386	386	Sample Phenotype Data	CC-BY-SA				155.3722	
CACTUAR-386	386	Sample Phenotype Data	CC-BY-SA		Untreated		148.7657	4.8624
CACTUAR-386	386	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		98.5604	4.5737
CACTUAR-387	387	Sample Phenotype Data	CC-BY-SA				152.7035	
CACTUAR-387	387	Sample Phenotype Data	CC-BY-SA		Untreated		167.2407	
CACTUAR-387	387	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		48.9349	4.6806
CACTUAR-388	388	Sample Phenotype Data	CC-BY-SA				161.3197	4.7399
CACTUAR-388	388	Sample Phenotype Data	CC-BY-SA		Untreated		169.3579	4.1986
CACTUAR-388	388	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		63.5912	4.7452
CACTUAR-389	389	Sample Phenotype Data	CC-BY-SA				152.4235	4.8479
CACTUAR-389	389	Sample Phenotype Data	CC-BY-SA		Untreated		166.0415	4.4887
CACTUAR-389	389	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		96.8487	
CACTUAR-390	390	Sample Phenotype Data	CC-BY-SA				166.3861	
CACTUAR-390	390	Sample Phenotype Data	CC-BY-SA		Untreated			4.5094
CACTUAR-390	390	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		115.8813	
CACTUAR-391	391	Sample Phenotype Data	CC-BY-SA				166.7078	4.8705
CACTUAR-391	391	Sample Phenotype Data	CC-BY-SA		Untreated		133.9094	4.5656
CACTUAR-391	391	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		50.8192	
CACTUAR-392	392	Sample Phenotype Data	CC-BY-SA				167.289	5.0629
CACTUAR-392	392	Sample Phenotype Data	CC-BY-SA		Untreated		137.7704	4.7543
CACTUAR-392	392	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		84.8826	4.4838
CACTUAR-393	393	Sample Phenotype Data	CC-BY-SA				168.3342	
CACTUAR-393	393	Sample Phenotype Data	CC-BY-SA		Untreated		165.9774	4.6083
CACTUAR-393	393	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust			
CACTUAR-394	394	Sample Phenotype Data	CC-BY-SA				94.9473	
CACTUAR-394	394	Sample Phenotype Data	CC-BY-SA		Untreated		150.898	
CACTUAR-394	394	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		56.3284	
CACTUAR-395	395	Sample Phenotype Data	CC-BY-SA				145.5604	4.4428
CACTUAR-395	395	Sample Phenotype Data	CC-BY-SA		Untreated		237.423	
CACTUAR-395	395	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		55.674	
CACTUAR-396	396	Sample Phenotype Data	CC-BY-SA				168.4857	4.7604
CACTUAR-396	396	Sample Phenotype Data	CC-BY-SA		Untreated		170.6612	4.6536
CACTUAR-396	396	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust			4.5982
CACTUAR-397	397	Sample Phenotype Data	CC-BY-SA				164.3068	
CACTUAR-397	397	Sample Phenotype Data	CC-BY-SA		Untreated		149.8778	
CACTUAR-397	397	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		111.5669	
CACTUAR-398	398	Sample Phenotype Data	CC-BY-SA				152.033	
CACTUAR-398	398	Sample Phenotype Data	CC-BY-SA		Untreated			
CACTUAR-398	398	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		57.9691	4.3956
CACTUAR-399	399	Sample Phenotype Data	CC-BY-SA				164.8554	
CACTUAR-399	399	Sample Phenotype Data	CC-BY-SA		Untreated		149.862	4.9296
CACTUAR-399	399	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		58.2439	
CACTUAR-400	400	Sample Phenotype Data	CC-BY-SA				174.3289	
CACTUAR-400	400	Sample Phenotype Data	CC-BY-SA		Untreated			
CACTUAR-400	400	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		61.0657	
CACTUAR-401	401	Sample Phenotype Data	CC-BY-SA				94.7643	4.7939
CACTUAR-401	401	Sample Phenotype Data	CC-BY-SA		Untreated		179.2127	4.357
CACTUAR-401	401	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		62.4949	4.4492
CACTUAR-402	402	Sample Phenotype Data	CC-BY-SA				163.8259	
CACTUAR-402	402	Sample Phenotype Data	CC-BY-SA		Untreated		154.704	
CACTUAR-402	402	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust			
CACTUAR-403	403	Sample Phenotype Data	CC-BY-SA				138.9077	
CACTUAR-403	403	Sample Phenotype Data	CC-BY-SA		Untreated		177.0437	4.7735
CACTUAR-403	403	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		59.352	4.4138
CACTUAR-404	404	Sample Phenotype Data	CC-BY-SA				160.2698	
CACTUAR-404	404	Sample Phenotype Data	CC-BY-SA		Untreated		159.7318	
CACTUAR-404	404	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		43.071	4.3863
CACTUAR-405	405	Sample Phenotype Data	CC-BY-SA				155.864	
CACTUAR-405	405	Sample Phenotype Data	CC-BY-SA		Untreated		147.0414	
CACTUAR-405	405	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		135.7849	
CACTUAR-406	406	Sample Phenotype Data	CC-BY-SA				157.4817	4.8462
CACTUAR-406	406	Sample Phenotype Data	CC-BY-SA		Untreated		175.9302	5.1628
CACTUAR-406	406	Sample Phenotype Data	CC-BY-SA		Sprinkled with magic dust		76.1005	
CACTUAR-407	407	Sample Phenotype Data	CC-BY-SA				99.3853	
CACTUAR-407	407	Sample Phenotype Data	CC-BY-SA		Untreated			4.0272
