#input=PHENOTYPE
name	dbId	dataset_name	dataset_version	license_name	location_name	treatments_description	year	1000 Spine Weight [kg]	Diastatic power	Dry mass percent [pct]	Cactuar age [mfn]	Areoles frequency	Boiling water resistance factor	Cactuar size [m]	Crassulacean acid metabolism stem	Crassulacean acid metabolism spike	Cactuar virus x [sg]
CACTUAR-66	66	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2001	66.396	96		341	94	340.45	19.25	2.332	2.343	
CACTUAR-66	66	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2002				358.6			9			
CACTUAR-66	66	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2003				346.5			73.5003			
CACTUAR-66	66	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2000							2.5			2.55
CACTUAR-66	66	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2001				341			2.25			
CACTUAR-66	66	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2002				350.9			5.5			2.2
CACTUAR-66	66	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2003				346.5			90			5
CACTUAR-68	68	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1993										
CACTUAR-68	68	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1994	54.766			349.8			0			0
CACTUAR-68	68	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1993				338.8			2.5			0.025
CACTUAR-68	68	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1994				348.7			0			2.75
CACTUAR-69	69	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1998	48.201	93.5	97.977	202.4	99	351.505	32.5	2.24	1.87	
CACTUAR-69	69	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1999	49.632		93.9257	177.1		348.304	0	1.98		
CACTUAR-69	69	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2000	44.88		89.136	184.8						
CACTUAR-69	69	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1998							35			
CACTUAR-69	69	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1999			92.488	177.1			1.7			
CACTUAR-72	72	Sample Trials Data	1	CC-BY-SA	Dundee		2003							7.5			
CACTUAR-72	72	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2001	65.373	90.2	95.3051	187	99.8	348.92	0.0363	2.02	1.958	
CACTUAR-72	72	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2002	41.7609		95.5614	174.9			25			
CACTUAR-72	72	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2003			97.68	183.7			5.5			
CACTUAR-72	72	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2001			86.641				0			
CACTUAR-72	72	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2002			92.29	174.9			0			4.4
CACTUAR-72	72	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2003			95.6186	167.2			14.6663			2
CACTUAR-73	73	Sample Trials Data	1	CC-BY-SA	Dundee		2003							0			
CACTUAR-73	73	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2001	58.795	87.75		310	98	334.18	2.75	2.442	2.057	
CACTUAR-73	73	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2002	48.8	97.2		333.3	95	345.4	0	1.87	2.057	
CACTUAR-73	73	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2003				357.5			22			
CACTUAR-73	73	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2001							0			0.33
CACTUAR-73	73	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2002				328.9			52.25			17.6
CACTUAR-73	73	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2003				335.5			9			3
CACTUAR-74	74	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1998				333.3			66			
CACTUAR-74	74	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1999	66.341	99.36		331.1	96.162	340.285	3.6663	1.914	1.74	
CACTUAR-74	74	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2000	79.926	92.736		358.6	88.506	326.81	6.667	2.475	2.519	
CACTUAR-74	74	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2001	68.53			349.8			9.6003			
CACTUAR-74	74	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1998							77			9
CACTUAR-74	74	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1999				331.1			9			3.4375
CACTUAR-74	74	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2000	66.704			350.9			82.5			3.667
CACTUAR-74	74	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2001	69.432			342.1			34.4997			0.0363
CACTUAR-75	75	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2003	52.173	95.7	98.89	167.2	99	353.1	26.667	1.914	1.771	
CACTUAR-75	75	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2003			95.7264	178.2			0			19.167
CACTUAR-77	77	Sample Trials Data	1	CC-BY-SA	Dundee		2002							7.5			
CACTUAR-77	77	Sample Trials Data	1	CC-BY-SA	Dundee		2003							0			
CACTUAR-77	77	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1998	46.12	161.92		357.5		343.926	49.5	1.958		
CACTUAR-77	77	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1999	51.271	96.048		330	99.5	350.075	0	1.837	1.826	
CACTUAR-77	77	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2000	55.27	96.048		358.6	98.16	349.569	3.333	2.222	2.2	
CACTUAR-77	77	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2001	50.842	75		349.8	99	340.329	5.8663	2.06	2.05	
CACTUAR-77	77	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2002				358.6			7.337			
CACTUAR-77	77	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2003				337.7			0			
CACTUAR-77	77	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1998				328.9			82.5			0.825
CACTUAR-77	77	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1999							15			0.5
CACTUAR-77	77	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2000	52.371			359.7			6.667			5.8663
CACTUAR-77	77	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2001	47.454			358.6			5			0
CACTUAR-77	77	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2002				328.9			0			2.2
CACTUAR-77	77	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2003				335.5			0			2.2
CACTUAR-78	78	Sample Trials Data	1	CC-BY-SA	Dundee		2002							0			
CACTUAR-78	78	Sample Trials Data	1	CC-BY-SA	Dundee		2003										
CACTUAR-78	78	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2000	59.048	95	95.3733	188.1	99	347.622	0	1.859	1.694	
CACTUAR-78	78	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2001	53.13	93	96.5635	187	99	348.59	0.0297	2.068	2.112	
CACTUAR-78	78	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2002			95.216	244.2			9.9			
CACTUAR-78	78	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2003			98.1937	161.7			63.25			
CACTUAR-78	78	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2000			95.7737				0			
CACTUAR-78	78	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2001			95.172	173.8			2.5			
CACTUAR-78	78	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2002			97.724	199.8			0			5.5
CACTUAR-78	78	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2003			97.68	183.7			9			5
CACTUAR-80	80	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1993										
CACTUAR-80	80	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1994	54.4192			349.8			0			0.5
CACTUAR-80	80	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1993				333.3			99			0.9
CACTUAR-80	80	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1994				348.7			0			3.3
CACTUAR-81	81	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1998	46.299	89.1	98.4258	202.4	98	346.291	0.0363	2.288	1.903	
CACTUAR-81	81	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1999	54.3411		95.348	166.1		345.906	0	1.892		
CACTUAR-81	81	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1998							0			
CACTUAR-81	81	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1999			99.3014	161			2.2			
CACTUAR-82	82	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1995	49.201	86.9		328.9		315.04	0	2.112	2.057	
CACTUAR-82	82	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1996	43.7409			328			1.8337			
CACTUAR-82	82	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1995							0			4
CACTUAR-82	82	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1996				360.8			22.5			7.5
CACTUAR-84	84	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1993	50.0192			358.6		331.32	5.5	2.068		
CACTUAR-84	84	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1993				349.8			85.25			9
CACTUAR-85	85	Sample Trials Data	1	CC-BY-SA	Dundee		2003							0			
CACTUAR-85	85	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2001				310			10			
CACTUAR-85	85	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2002				349.8			0			
CACTUAR-85	85	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2003				346.5			56.667			
CACTUAR-85	85	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2001							0			0
CACTUAR-85	85	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2002				327.8			3.3			6
CACTUAR-85	85	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2003				346.5			0			0.0603
CACTUAR-86	86	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2002	44.99	97	95.5174	180.4	99.38	351.934	0	1.96	1.683	
CACTUAR-86	86	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2003	48.62	96.8	98.8823	176	98	359.7	8.25	2.024	4.9	
CACTUAR-86	86	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2002			92.8829	179.3			0			3.3
CACTUAR-86	86	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2003			97.13	178.2			12.5			34.833
CACTUAR-87	87	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2003	50.49	97.9	98.4445	178.2	98.8	349.8	20	2.057	1.73	
CACTUAR-87	87	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2003			97.2037	170.5			0			8.25
CACTUAR-89	89	Sample Trials Data	1	CC-BY-SA	Dundee		2002							0			
CACTUAR-89	89	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1997	44.001	95	94.0368	184.8	90	347.27	44	2.277	1.936	
CACTUAR-89	89	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1998	47.701	99.36	97.3676	202.4	99.36	350.812	0.4037	2.398	2.354	
CACTUAR-89	89	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1999	51.59		98.124	166.1		344.245	0	1.903		
CACTUAR-89	89	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2000	48.601	79	98.3114	188.1	99	304.9	0	1.595	1.474	
CACTUAR-89	89	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2001			95.48	168.3			0			
CACTUAR-89	89	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2002			71.4375	158.4			0			
CACTUAR-89	89	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1997							0			
CACTUAR-89	89	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1998			96.2489	202.4			5			
CACTUAR-89	89	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1999			97.5524	177.1			0			
CACTUAR-89	89	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2000	39.91		97.9429	188.1			0			
CACTUAR-89	89	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2001			93.0116	162.8			0			
CACTUAR-89	89	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2002			80	163.9						
CACTUAR-90	90	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2001	66.99	90		341	94	342.65	2.75	2.343	1.87	
CACTUAR-90	90	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2002				318			0			
CACTUAR-90	90	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2001							0			0.05
CACTUAR-90	90	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2002				328.9			0.55			10.667
CACTUAR-92	92	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1993										
CACTUAR-92	92	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1994	55.836		95.1225	195.8		341.55		2.101		
CACTUAR-92	92	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1993	48.04			193.6		332.09	82.5	1.991		
CACTUAR-92	92	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1994			95.546	160.2						
CACTUAR-93	93	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1999	45.101			331.1			0.7337			
CACTUAR-93	93	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2000	42.933			346.5			7.3337			
CACTUAR-93	93	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1999							9			3
CACTUAR-93	93	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2000	31.702			344.3			6			2.05
CACTUAR-94	94	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1994										
CACTUAR-94	94	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1995	67.683			328.9		339.449	0	2.013		
CACTUAR-94	94	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1994	56.111	54		337.7		335.39	0	2.123	1.9	4.95
CACTUAR-94	94	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1995				323.4			0			6.0003
CACTUAR-96	96	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1993	62.084			347.6		325.05	0	1.969		
CACTUAR-96	96	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1994	66.3256	80		357.5	99.1	340.01	0	1.705	1.782	
CACTUAR-96	96	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1995	55.9075	54		352	99.68	334.818	0	1.716	1.51	
CACTUAR-96	96	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1996	60.0358			354.2	98.94	328.592	0	1.91	1.92	
CACTUAR-96	96	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1997	53.581			349.8	97.62	336.754	9.5337	2.002	2.013	
CACTUAR-96	96	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1998	54.153			347.6			3.6663			
CACTUAR-96	96	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1993				358.6			55			0.3303
CACTUAR-96	96	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1994	48.95			357.5			3.6663			0
CACTUAR-96	96	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1995				345.4			55			1.87
CACTUAR-96	96	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1996				352			1.8			3.5
CACTUAR-96	96	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1997				339.9			71.667			13.333
CACTUAR-96	96	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1998				357.5			7.3337			3.3
CACTUAR-99	99	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1993	66.7777			211.2		347.82	0	1.848		
CACTUAR-99	99	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1994	59.0777	83.7	79.9353	174.9	99.9	344.3	0.667	2.035	1.837	
CACTUAR-99	99	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1995	59.2075	97.9	99.0055	168.3	99.82	344.212	0	1.859	1.859	
CACTUAR-99	99	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1996	62.3711	127.512	97.4303	190.3	98.62	328.878	0	1.859	2.156	
CACTUAR-99	99	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1997	59.06	86.112	98.2663	199.1	97.12	335.17	28.333	2.02	2.354	
CACTUAR-99	99	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1998	57.189	82.8	93.8333	201.3	96.14	342.32	7.5	2.06	2.134	
CACTUAR-99	99	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1999	58.3011	91.08	94.5802	187	94.96	348.095	0	1.98	1.77	
CACTUAR-99	99	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2000	57.7511	117.392	96.14	188.1	98.24	348.678	0	1.43	1.507	
CACTUAR-99	99	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1993				211.2			5.5			
CACTUAR-99	99	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1994				189.2			3.6663			
CACTUAR-99	99	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1995			99.0363	166.1			0			
CACTUAR-99	99	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1996			98.6183	190.3			0			5.5
CACTUAR-99	99	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1997			94.347	216.7			9			
CACTUAR-99	99	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1998			97.4006	201.3			22			5
CACTUAR-99	99	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1999			94.4405	178.2			0.45			
CACTUAR-99	99	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2000	47.784		93.5451	190.3			0			0
CACTUAR-100	100	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1994	56.8128	94.5	95.755	195.8	99.9	347.71		2.145	1.936	
CACTUAR-100	100	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1995	50.2777	90	99.3641	168.3	97.3	347.27	3.6663	1.87	1.661	
CACTUAR-100	100	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1994			87.712	178						
CACTUAR-100	100	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1995			98.9395	166.1			1.8337			
CACTUAR-101	101	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1993										
CACTUAR-101	101	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1994	52.9111	93.6	95.0675	195.8		347.38		1.87	1.548	
CACTUAR-101	101	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1993	41.965			193.6		346.5	70	1.83		
CACTUAR-101	101	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1994			95.7396	195.8						
CACTUAR-102	102	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1994										
CACTUAR-102	102	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1995	50.99	80.3		328.9	99.74	343.64	0	1.947	1.837	
CACTUAR-102	102	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1996	48.084			361.9			9.1663			
CACTUAR-102	102	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1994	48.598	81		337.7		342.1	2.75	1.98	1.826	8
CACTUAR-102	102	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1995				314.6			0			1.1737
CACTUAR-102	102	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1996				361.9			75.1663			7.3337
CACTUAR-103	103	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1995	58.278	83		335.5		345.334	0	2.035	1.9	
CACTUAR-103	103	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1996	62.0411			360.8			0			
CACTUAR-103	103	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1995							0			2.75
CACTUAR-103	103	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1996				360.8			10.5003			50
CACTUAR-104	104	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1996	53.5007	97	96.338	196.9		347.27	0	2.2	1.72	
CACTUAR-104	104	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1997	52.9111	99.36	97.68	195.8	98.98	347.27	22	2.024	1.93	
CACTUAR-104	104	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1998	58.08	98	96.5437	201.3	99.704	355.311	5.5	2.321	2.167	
CACTUAR-104	104	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1999	54.098	97.52	93.7585	192.5	99.36	351.461	4.5	1.914	1.914	
CACTUAR-104	104	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2000	50.963		96.4348	190.3	98.56	358.633	0	2.046	1.969	
CACTUAR-104	104	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1996							0			
CACTUAR-104	104	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1997			91.6069	192.5			2.75			
CACTUAR-104	104	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1998			97.4468	196.9			77			8.25
CACTUAR-104	104	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1999			95.0565	178.2			9			
CACTUAR-104	104	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2000	47.872		96.0344	194.3337			0			0.0033
CACTUAR-105	105	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1997	53.779			350.9	97.768	338.47	8.25	2.618	2.106	
CACTUAR-105	105	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1998	58.509	99.36		357.5	96.96	342.353	5	1.826	1.914	
CACTUAR-105	105	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1999	62.898			331.1			0			
CACTUAR-105	105	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1997							88			4.05
CACTUAR-105	105	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1998				357.5			9			3.3
CACTUAR-105	105	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1999				331.1			29.3337			7.425
CACTUAR-106	106	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1998				358.6			75			
CACTUAR-106	106	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1999				320.1			24.75			
CACTUAR-106	106	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1998							88			32.5
CACTUAR-106	106	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1999				331.1			64.1663			18
CACTUAR-107	107	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1999	55.4411			331.1			0			
CACTUAR-107	107	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2000	54.601			318			22			
CACTUAR-107	107	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1999							23.333			1.5
CACTUAR-107	107	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2000	42.944			344.3			5			3.5
CACTUAR-108	108	Sample Trials Data	1	CC-BY-SA	Dundee		2002							54			
CACTUAR-108	108	Sample Trials Data	1	CC-BY-SA	Dundee		2003							2.75			
CACTUAR-108	108	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2000	52.701			352			14.6663			
CACTUAR-108	108	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2001	59.88	69		341	88.8	273.06	5.5	1.617	1.595	
CACTUAR-108	108	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2002				358.6			26.667			
CACTUAR-108	108	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	2003				346.5			30			
CACTUAR-108	108	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2000							5.5			1.55
CACTUAR-108	108	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2001				324.5			8.25			
CACTUAR-108	108	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2002				350.9			2.75			13.2
CACTUAR-108	108	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	2003				346.5			27			0.55
CACTUAR-110	110	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1993	70.8422			358.6		345.07	33	1.98		
CACTUAR-110	110	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1993				358.6			9.1663			1.8337
CACTUAR-111	111	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1993	58.9611			346.5			5.5			
CACTUAR-111	111	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1993				337.7			9			0.33
CACTUAR-112	112	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1993	62.1192			216.7		344.63	44	1.749		
CACTUAR-112	112	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1993				197			8.25			
CACTUAR-113	113	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1993										
CACTUAR-113	113	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1994	58.8511		97.4204	195.8		347.16		2.178		
CACTUAR-113	113	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1993	45.65			194.7		345.73	5	1.98		
CACTUAR-113	113	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1994			95.6648	178						
CACTUAR-114	114	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1994										
CACTUAR-114	114	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1995	58.3011	90	98.4412	159.5		340.516	0	1.82	1.56	
CACTUAR-114	114	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1994	51.9211	99	95.5196	194.7		348.15	0	1.936	1.947	
CACTUAR-114	114	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1995	44.46		95.238	170.5			0			
CACTUAR-115	115	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1995	59.444			344.3		342.65	0	1.86		
CACTUAR-115	115	Sample Trials Data	1	CC-BY-SA	Dundee	Untreated	1996	57.343			360.8			28.333			
CACTUAR-115	115	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1995							0			0.55
CACTUAR-115	115	Sample Trials Data	1	CC-BY-SA	Dundee	Sprinkled with magic dust	1996				360.8			45			5
CACTUAR-116	116	Sample Trials Data	1	CC-BY-SA	Dundee		2002							0			
CACTUAR-116	116	Sample Trials Data	1	CC-BY-SA	Dundee		2003										
